,created_at,text,retweet_count,favorite_count,class_predict,followers_count,predict_class_label
16,2019-02-03 04:58:27,my guy  xe2 x80 x9cw mo xe2 x80 x9d!!!!! congratulations brother ,2020,27443,sports,43,2
17,2019-02-03 00:13:47, xf0 x9f x99 x8f xf0 x9f x8f xbe xf0 x9f x92 xaf xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f ,11754,104555,sports,43,2
18,2019-02-01 18:53:54,feels good to be back  xf0 x9f x92 xaa xf0 x9f x8f xbe xf0 x9f x98 xa4 only way to be out 5 weeks and come back to play 40 mins is to have my 1 2 punch by my si xe2 x80 xa6 ,724,7578,sports,43,2
19,2019-02-01 18:46:13,happy to share the floor with my guys again!! miss them and the game itself so much!!  xf0 x9f x91 x91 ,6880,55813,sports,43,2
20,2019-02-01 18:41:12,couldn xe2 x80 x99t have agreed more!!!! congratulations   looking forward to sharing that stage with y xe2 x80 x99a xe2 x80 xa6 ,3172,24226,tech,43,4
21,2019-02-01 00:34:36,yes sir!!!! rumble young man rumble!   ,1755,17241,sports,43,2
22,2019-02-01 00:17:51,   xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 kicks i see too  xf0 x9f x91 x80',153,3821,sports,43,2
23,2019-01-31 05:18:39,  some?? a ton',6,37,tech,43,4
24,2019-01-28 23:14:59,happy gday brother!! keep being you and leading ones who look for inspiration from you! many lost ones but having y xe2 x80 xa6 ,9175,68038,sports,43,2
25,2019-01-28 06:20:51,welcome back bro!!!  xf0 x9f x92 xaa xf0 x9f x8f xbe xf0 x9f x99 x8f xf0 x9f x8f xbe xe2 x9c x8a xf0 x9f x8f xbe xf0 x9f x92 xaf ,2701,38913,sports,43,2
26,2019-01-28 06:20:04,make it dance lance!! bring the  xf0 x9f x8e xb8 out on they necks!!  xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 ,4489,43492,tech,43,4
27,2019-01-28 06:18:53,my brothers!!! 50  of the  brotherhood xe2 x9c x8a xf0 x9f x8f xbe ,1009,10782,business,43,3
28,2019-01-28 03:50:22,well deserved!!!  xf0 x9f x91 x8f xf0 x9f x8f xbe xf0 x9f x99 x8f xf0 x9f x8f xbe xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f ,5369,48957,tech,43,4
29,2019-01-27 20:07:31,my dog!!!  xf0 x9f x92 xaa xf0 x9f x8f xbe xf0 x9f x98 xa4 ,1377,18627,tech,43,4
30,2019-01-26 17:25:48,best in game and dunker period point blank!! ,11283,78594,sports,43,2
31,2019-01-25 23:49:15, xf0 x9f x99 x8f xf0 x9f x8f xbe xf0 x9f x91 x91 xf0 x9f xa4 xab xf0 x9f xa4 xa3 xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f ,6020,55851,sports,43,2
32,2019-01-25 00:53:19,facts!!!  xf0 x9f x97 xa3 xf0 x9f x97 xa3 xf0 x9f x97 xa3 xf0 x9f x97 xa3 ,26945,120665,tech,43,4
33,2019-01-24 01:16:54, xf0 x9f x99 x8f xf0 x9f x8f xbe xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f ,9547,63686,sports,43,2
34,2019-01-24 01:02:27,rt   10   2 pepperoni pizzas   this deal is 2 good 2 pass up! order yours now!  ,153,0,tech,43,4
35,2019-01-23 06:33:43, xe2 x9c x88 xef xb8 x8f  xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f ,19495,117842,sports,43,2
36,2019-01-22 06:17:38,rt   wearefamily  mlkday ,335,0,sports,43,2
37,2019-01-22 06:17:33,"rt    went to   to spend time with 3rd  amp  4th graders to learn what  mlkday means to the xe2 x80 xa6""",563,0,business,43,3
38,2019-01-21 16:19:25," xe2 x80 x9clife xe2 x80 x99s most persistent and urgent question is,  xe2 x80 x98what are you doing for others? xe2 x80 x99 xe2 x80 x9d dr  king  xe2 x9c x8a xf0 x9f x8f xbe when you believe in s xe2 x80 xa6 ",4803,23026,tech,43,4
39,2019-01-20 23:31:57,rt   laallday ,3692,0,sports,43,2
40,2019-01-20 23:30:11,on another note  them  xf0 x9f xa6 x93 xe2 x80 x99s be on some  xf0 x9f x97 x91  hate to see that happen in such a great game!  xf0 x9f xa4 xa6 xf0 x9f x8f xbe xe2 x80 x8d xe2 x99 x82 xef xb8 x8f',14856,76155,sports,43,2
41,2019-01-20 23:28:19,congrats  on punching your tix to the super bowl!!!!!  nfcchamps  launitestogether',6740,45771,sports,43,2
42,2019-01-18 05:21:59,yessir men!!! helluva win!!!   lakeshow',14481,71659,sports,43,2
43,2019-01-18 05:20:35,zuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu!!!!!!!!!!! ,8551,64020,sports,43,2
44,2019-01-18 05:08:51,so what really is  xe2 x80 x9cin the shooting motion xe2 x80 x9d rule?!?!? asking for a friend   xf0 x9f xa4 x94',9880,65454,tech,43,4
45,2019-01-17 23:04:55,"rt  with a private performance  amp  special meal from  to close xe2 x80 xa6it was quite the special day in akron, ohio!  n n ipromi xe2 x80 xa6'",127,0,sports,43,2
46,2019-01-17 23:04:53,"rt  dressed in their sunday xe2 x80 x99s best, our 4th graders spent the day with  as part of our integrated community l xe2 x80 xa6'",106,0,sports,43,2
47,2019-01-17 23:04:50,rt  when  says he wants his kids to experience the orchestra xe2 x80 xa6they experience the orchestra! ,440,0,sports,43,2
48,2019-01-17 19:07:53,  hahaha! my bad homie  xf0 x9f xa4 xb7 xf0 x9f x8f xbe xe2 x80 x8d xe2 x99 x82 xef xb8 x8f',2156,33472,sports,43,2
49,2019-01-16 06:32:13,  xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 or  xe2 x80 x9cthat xe2 x80 x99s a foul! xe2 x80 x9d every single time down the floor',1108,17669,tech,43,4
50,2019-01-15 16:04:43, hahaha! they do it every single day homie!  xf0 x9f xa4 xa6 xf0 x9f x8f xbe xe2 x80 x8d xe2 x99 x82 xef xb8 x8f  lames',826,7590,sports,43,2
51,2019-01-15 03:25:21,"the homie say it ain xe2 x80 x99t many of us, i told him less is more, it xe2 x80 x99s plenty of us! 330 boys!  xf0 x9f x99 x8f xf0 x9f x8f xbe xf0 x9f x92 xaf xf0 x9f x91 x91 ",3081,25646,business,43,3
52,2019-01-14 16:54:55,rt  10 years fly when you xe2 x80 x99re having fun!  xf0 x9f x99 x8c from hosting a 1 day bikeathon  xf0 x9f x9a xb2event for kids in akron to re shaping the visio xe2 x80 xa6',380,0,sports,43,2
53,2019-01-13 07:45:14,yessir!!! congrats my brother!  xf0 x9f x91 x8f xf0 x9f x8f xbe xf0 x9f x99 x8f xf0 x9f x8f xbe ,5074,76779,world,43,1
54,2019-01-12 20:26:45,"rt   ipromise to live an active  amp  healthy lifestyle  xf0 x9f x92 xaa how about a 7,200m row  xf0 x9f x9a xa3 xe2 x80 x8d xe2 x99 x80 xef xb8 x8f 7,200m ski  xe2 x9b xb7 amp  10,560 xe2 x80 x99 climb  xf0 x9f xa7 x97 xe2 x80 x8d xe2 x99 x80 xef xb8 x8f to start xe2 x80 xa6'",170,0,business,43,3
55,2019-01-12 20:26:41,"rt  our  ipromise trainers, sculpt fitness rallied teams from our northeast ohio community  amp  ips staff to embark on this at xe2 x80 xa6'",65,0,sports,43,2
56,2019-01-12 20:26:32, xf0 x9f x92 xaa xf0 x9f x8f xbe xf0 x9f x92 xaa xf0 x9f x8f xbe xf0 x9f x92 xaa xf0 x9f x8f xbe xf0 x9f x92 xaa xf0 x9f x8f xbe ,577,8881,sports,43,2
57,2019-01-09 20:48:12,lite work nephew!!  familyties ,4262,41896,tech,43,4
58,2019-01-09 03:13:30,rt   xf0 x9f x91 x91 ,788,0,sports,43,2
59,2019-01-07 20:27:39,tough mixtape!! but know only shoes he has to fill is his own  xf0 x9f x99 x8f xf0 x9f x8f xbe  jamesgang xf0 x9f x91 x91 ,10930,61005,sports,43,2
60,2019-01-05 19:16:28,nothing at all bro!!  xf0 x9f x92 xaf ,16203,81759,sports,43,2
61,2019-01-04 22:54:50, xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f ,8843,53891,sports,43,2
62,2019-01-04 15:41:22,gone but never forgotten!! rip  xf0 x9f x90 x90  resting and celebrating each day upstairs   xf0 x9f x99 x8f xf0 x9f x8f xbe',7110,53767,sports,43,2
63,2019-01-03 21:07:53," xf0 x9f x99 x8f xf0 x9f x8f xbe xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f truly blesses beyond my wildest dreams still  fans, players and media i salute you!!  thekidfromakron xf0 x9f x91 x91 ",5420,44222,tech,43,4
64,2019-01-03 21:04:38,let xe2 x80 x99s go!  lifeisaworkout xf0 x9f x92 xaa xf0 x9f x8f xbe ,578,5126,sports,43,2
65,2019-01-02 20:26:33,dope look!!   xf0 x9f x91 x8f xf0 x9f x8f xbe ,545,7924,sports,43,2
66,2019-01-02 20:23:00,"rt  buckeye nation  xe2 x80 x94 when i needed you the most, you gave me your very best!! thank you!!! ",3818,0,sports,43,2
67,2019-01-02 01:48:44, congrats my friend!! way to go out the only way that feels right and that xe2 x80 x99s on top with a w! it was xe2 x80 xa6 ,1353,9222,sports,43,2
68,2019-01-02 01:45:13, xf0 x9f x97 xa3 xf0 x9f x97 xa3 xf0 x9f x97 xa3oh xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f  xf0 x9f x8c xb9 bowl champions  congratulations  xf0 x9f x8d xbe xf0 x9f x8e x89 xf0 x9f x8e x8a xf0 x9f x8e x88men!!',4329,42597,sports,43,2
69,2019-01-01 18:31:35,"good luck  in the  today!! do what we do  excellence domination at all 3(offensively, defe xe2 x80 xa6 ",3028,23405,sports,43,2
70,2019-01-01 17:48:10,good luck today lil bro!! finish your breakfast    oh',868,11777,sports,43,2
71,2018-12-31 10:44:14,man what a great bday!! my brothers got a w then came to celebrate with me afterwards with family and friends! can xe2 x80 x99 xe2 x80 xa6 ,4950,60853,sports,43,2
72,2018-12-30 05:34:39, xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 ,4593,54100,sports,43,2
73,2018-12-30 03:12:12,not in our household  xf0 x9f x91 x8c xf0 x9f x8f xbe xf0 x9f x8d x95 will be the new year xe2 x80 x99s special too!!  ,628,10402,tech,43,4
74,2018-12-29 20:20:43,so incredibly dope man!! 3 brothers all in the league together at the same time! what a family!! salute the holiday xe2 x80 xa6 ,8403,58569,sports,43,2
75,2018-12-29 01:54:38,rt  from changing graduation rates in akron to creating generational change xe2 x80 xa6our mission has evolved as your vision has gro xe2 x80 xa6',283,0,tech,43,4
76,2018-12-29 01:28:16,nasty!! ,9793,78501,tech,43,4
77,2018-12-29 01:26:37,rt  congratulations to the  male athlete of the year  amp  kid from akron xe2 x80 xa6  xf0 x9f x92 xaa xf0 x9f x91 x91 it xe2 x80 x99s an honor and privilege t xe2 x80 xa6',996,0,business,43,3
78,2018-12-27 21:41:09, xe2 x80 x9ca book is meant to be read from beginning to end but it xe2 x80 x99s best understood from end to beginning xe2 x80 x9d  mr  church  xf0 x9f x93 x96',6765,38106,tech,43,4
79,2018-12-27 21:24:34,sure is and my family and i can xe2 x80 x99t wait to see it!!!  xf0 x9f x8e xa5 xf0 x9f x98 xb1 xf0 x9f x91 x80 ,1438,19083,tech,43,4
80,2018-12-27 19:42:31,"thank you  xe2 x80 x9cap xe2 x80 x9d for the award  obviously this isn xe2 x80 x99t for me, it xe2 x80 x99s for all my  kids, kids all over the xe2 x80 xa6 ",4230,28057,sports,43,2
81,2018-12-27 18:02:20,can xe2 x80 x99t wait to play there this year!  xe2 x80 x9cthe mecca xe2 x80 x9d! love that place   xf0 x9f x99 x8f xf0 x9f x8f xbe xf0 x9f x91 x91 ,3265,29819,sports,43,2
82,2018-12-27 03:16:13,man this   game is damn good!! i been watching from the tip off  craziness   lovethenba ',2309,26323,sports,43,2
83,2018-12-26 18:53:35,dodged a bullet! sheesh   xf0 x9f x99 x8f xf0 x9f x8f xbe to the almighty above!  backinnotime',29369,193107,business,43,3
84,2018-12-26 16:16:38,rt   xe2 x9c x8d xf0 x9f x8f xbd the nike lebron 16  xe2 x80 x9csuperbron white xe2 x80 x9d  lebronwatch!  n n nbaxmas  nbakicks ,930,0,sports,43,2
85,2018-12-26 06:30:08,rt   xf0 x9f x91 x80 nike zoom lebron 3  xe2 x80 x9csuperbron xe2 x80 x9d  xf0 x9f x91 x80  nbakicks ,1388,0,business,43,3
86,2018-12-26 06:29:58,rt  the lebron 16  xe2 x80 x98sb xe2 x80 x99   lebronwatch  lebron16 ,1296,0,sports,43,2
87,2018-12-26 06:29:45, xf0 x9f xa4 xb7 xf0 x9f x8f xbe xe2 x80 x8d xe2 x99 x82 xef xb8 x8f  lakeshow lets get it boys  great team win today!! merry xmas to all ,7445,59488,sports,43,2
88,2018-12-25 16:45:15,merry christmas to all from the  jamesgang xf0 x9f x91 x91 xf0 x9f x91 x91 xf0 x9f x91 x91 xf0 x9f x91 x91 xf0 x9f x91 x91 ,32693,288456,business,43,3
89,2018-12-25 03:38:07,"rt  here's the extended cut of my sitdown w  lebron  on family, aging, why he thinks the lakers' ceiling has changed, his xe2 x80 xa6""",1223,0,sports,43,2
90,2018-12-24 18:35:16,rt   xe2 x80 x9cthe decision to get into the entertainment side of things all came from mav xe2 x80 x9d   randy mims on  starting ,285,0,sports,43,2
91,2018-12-24 18:33:52,rt  lebron james xe2 x80 x99s  xe2 x80 x9cthe shop xe2 x80 x9d reinvigorates the celebrity interview   theshophbo  theshop',242,0,sports,43,2
92,2018-12-24 08:05:29, note  xf0 x9f x93 x9d taken!',231,3039,world,43,1
93,2018-12-24 01:35:42, xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5  xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f ,4541,58251,sports,43,2
94,2018-12-23 16:40:29,man o man that was fun!! sheesh ,3622,35682,world,43,1
95,2018-12-22 20:59:48, xe2 x81 xa6  xf0 x9f x99 x8f xf0 x9f x8f xbe xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xf0 x9f x92 xaa xf0 x9f x8f xbe ,677,6127,sports,43,2
96,2018-12-21 23:34:41,the xmas spirit is in the air!! i see you mama james! love my kids xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f ,671,7868,sports,43,2
97,2018-12-21 00:08:08,"rt  congrats,   boss exclusive  maverick carter is joining the board of live nation  via ",125,0,business,43,3
98,2018-12-21 00:07:55,rt  changing culture through sport  n nwatch how  and  are empowering the world to do more  ,1027,0,tech,43,4
99,2018-12-20 21:02:03,keep going my brother  xe2 x81 xa6 proud of you brother  but i ain xe2 x80 x99t surprised cause i know the grind and commitm xe2 x80 xa6 ,687,6281,tech,43,4
100,2018-12-20 04:42:56, xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3!!!! especially when that tie turns sideways ,450,5507,sports,43,2
101,2018-12-18 21:55:52,rt   xe2 x80 x9ci told him i was going to go out on my own    and he said i xe2 x80 x99m going with you xe2 x80 x9d    on starting ,511,0,sports,43,2
102,2018-12-18 15:28:23, xf0 x9f x98 x81 xf0 x9f x98 x89 xe2 x98 x9d xf0 x9f x8f xbe ,1576,17588,sports,43,2
103,2018-12-18 02:06:07,just trying to do my part and get this dubs! let xe2 x80 x99s keep going  lakeshow ,6459,42379,tech,43,4
104,2018-12-18 02:02:28, xf0 x9f x91 x80 xf0 x9f x91 x80 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5coming soon  lebronwatch ,1062,8998,world,43,1
105,2018-12-15 01:26:07,what an incredible honor to have these in such a special place!  xf0 x9f x99 x8f xf0 x9f x8f xbe xf0 x9f x91 x91 ,1680,14058,tech,43,4
106,2018-12-14 20:04:35,minor setback for a major comeback nephew!! congrats on a successful surgery and now on the road to recovery!  xf0 x9f x99 x8f xf0 x9f x8f xbe xe2 x80 xbc xef xb8 x8f xe2 x80 xa6 ,6567,65201,sports,43,2
107,2018-12-13 04:16:06, absolutely!! tuned in',574,14547,world,43,1
108,2018-12-13 01:25:01,"rt   xe2 x80 x9ci will never forget that day, december 2nd, 2010 (heat vs  cavs) xe2 x80 x9d     xe2 x81 xa3 nnew episode of more than an athlete ou xe2 x80 xa6'",5376,0,tech,43,4
109,2018-12-12 17:41:36,took my steps with patience and appreciation of all the others before me then i ran with it! hopefully i xe2 x80 x99ve made y xe2 x80 x99 xe2 x80 xa6 ,5917,35569,sports,43,2
110,2018-12-12 17:29:58,"jay speak for the both of us! both had beautiful grains of hair! bald man bald man, yeah that xe2 x80 x99s us!  xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 ",9033,64566,world,43,1
111,2018-12-12 16:38:18,yessir!!!!!!  xf0 x9f x92 xaa xf0 x9f x8f xbe xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xf0 x9f x91 x91 ,1937,14093,sports,43,2
112,2018-12-11 20:16:05,   xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3my bad my g!! ,1762,26424,sports,43,2
113,2018-12-11 09:45:36,rt  old friends   amp   getting in one last pregame workout   onelastdance ,3572,0,sports,43,2
114,2018-12-10 20:25:14,"rt  some  mondaymotivation from the king of the south,  up, get out, and get some! ",1800,0,sports,43,2
115,2018-12-09 21:12:13,wow wow wow!!  dolphinspats somebody please go check on my boy  right now!! he xe2 x80 x99s going to hurt someone  xf0 x9f x98 xa4 xf0 x9f x98 xa4 xf0 x9f xa4 xac xf0 x9f xa4 xac xf0 x9f xa4 xaf xf0 x9f xa4 xaf xf0 x9f xa4 xaf',1177,11179,sports,43,2
116,2018-12-08 23:06:36, xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 on feet and in hand   xf0 x9f x99 x8f xf0 x9f x8f xbe xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xf0 x9f x91 x91 ,2668,24748,world,43,1
117,2018-12-08 07:41:07, xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 my g and r i paradise mama  xf0 x9f x99 x8f xf0 x9f x8f xbe xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x9d xa4 xef xb8 x8f ,1445,20248,tech,43,4
118,2018-12-07 18:15:01,those were  xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f ,3352,38430,world,43,1
119,2018-12-07 18:09:05,rt  just wait until you see the full show at the  fairgrounds after you see the   xe2 x9c xa8 xe2 x9d xa4 xef xb8 x8f thank y xe2 x80 xa6',84,0,sports,43,2
120,2018-12-07 18:08:25,rt   wearefamily fridays  xf0 x9f x96 xa4 ,196,0,sports,43,2
121,2018-12-07 01:35:19,so iconic!! crazy how that turned out  the photographer who caught this is a  xf0 x9f x90 x90! sheesh! ,35634,192227,tech,43,4
122,2018-12-06 16:51:19,rt  it xe2 x80 x99s the most wonderful time of the year  xe2 x9d x84 xef xb8 x8f xe2 x98 x83 xef xb8 x8f and our home is looking beautiful for the holiday season courtesy of magi xe2 x80 xa6',215,0,sports,43,2
123,2018-12-06 00:18:09,rt  making memories with our future filmmakers  xf0 x9f x8e xa5  wearefamily  ipromise ,166,0,tech,43,4
124,2018-12-05 19:53:34,  xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3  that was a good one  not xf0 x9f x96 x95 xf0 x9f x8f xbe xf0 x9f x98 x84',3043,41269,sports,43,2
125,2018-12-05 16:10:48,man i xe2 x80 x99m washed!! i went to bed at 8 30 last night and woke up at 7 30am  man what! i literally slept for 11 hrs  mi xe2 x80 xa6 ,6932,96405,sports,43,2
126,2018-12-05 04:04:32,just a different feeling p!! s o my young  xf0 x9f xa4 xb4 xf0 x9f x8f xbe  for the  xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5 ,1365,10544,sports,43,2
127,2018-12-04 21:07:29, xe2 x80 x9cand we so squad xe2 x80 x9d  xf0 x9f x97 xa3 xf0 x9f x97 xa3 xf0 x9f x97 xa3 xf0 x9f x97 xa3 xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f       ,1693,11980,sports,43,2
128,2018-12-03 17:49:01,rt  this summer  showed that basketball can bring the world together   xf0 x9f x8c x8e nsee the new  x ,1068,0,sports,43,2
129,2018-12-02 19:28:12,  xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3',42,1163,sports,43,2
130,2018-12-02 05:42:28,man that was the funniest craziest fight i xe2 x80 x99ve ever seen in my life  what the h e  xf0 x9f x8f x92 xf0 x9f x8f x92 just happened?!?!?!',3744,29495,sports,43,2
