,created_at,text,retweet_count,favorite_count,class_predict,followers_count,predict_class_label
62,2019-01-29 06:37:42,been a while since i added to my bucket list    offthebeatentrack    always delighted to add a spot i had no idea a xe2 x80 xa6 ,21,276,sports,6.82,2
63,2019-01-29 03:50:25,started my career in our group xe2 x80 x99s specialty steel company musco we looked up to the japanese steel companies as gods xe2 x80 xa6 ,1255,6255,business,6.82,3
64,2019-01-28 13:00:06,long may print media survive   and they can count on us to power them    xf0 x9f x98 x8a ,46,368,tech,6.82,4
65,2019-01-28 12:58:34,not too long a wait now    ,80,644,sports,6.82,2
66,2019-01-28 09:32:00,this notice is a recognition that xe2 x80 x99s worth a million trophies! may we continue to be on the  xe2 x80 x98wanted xe2 x80 x99 lists of police xe2 x80 xa6 ,227,1555,tech,6.82,4
67,2019-01-28 03:50:29, xe2 x80 x9cone of the ways of avoiding mistakes in business is to not to do business xe2 x80 x9d     not my way and shouldn xe2 x80 x99t be anyone xe2 x80 x99 xe2 x80 xa6 ,427,3323,tech,6.82,4
68,2019-01-27 16:25:16, xf0 x9f x91 x8d xf0 x9f x8f xbd xf0 x9f x91 x8d xf0 x9f x8f xbd xf0 x9f x91 x8d xf0 x9f x8f xbd xf0 x9f x91 x8b xf0 x9f x8f xbe xf0 x9f x91 x8b xf0 x9f x8f xbe xf0 x9f x91 x8b xf0 x9f x8f xbe ,45,594,sports,6.82,2
69,2019-01-27 11:21:35,these are the perfect covers for cellphones  should prevent overuse since we xe2 x80 x99ll effectively be  xe2 x80 x98slipper slapping xe2 x80 x99 o xe2 x80 xa6 ,711,3970,tech,6.82,4
70,2019-01-27 11:17:20,a good sunday read   even if it xe2 x80 x99s on a day when we rest  amp  don xe2 x80 x99t always pursue our resolutions! ,52,277,sports,6.82,2
71,2019-01-27 11:13:42,"a few years from now, this will seem such an obvious solution    ",180,1192,tech,6.82,4
72,2019-01-27 11:05:37,"rt  in a first, all women assam rifles contingent, led by major khushboo kanwar was my inspiration for the day  she is a role xe2 x80 xa6'",293,0,sports,6.82,2
73,2019-01-27 04:26:33,rt  a cracking race needs an equally awesome podium celebration!  goes crowd surfing with   santiagoe xe2 x80 xa6',132,0,sports,6.82,2
74,2019-01-27 04:23:33,this is how passion finds expression  3rd podium in 3 races for a car racing team from india  a young driver xe2 x80 xa6 ,69,516,sports,6.82,2
75,2019-01-26 16:59:46, xf0 x9f x91 x8d xf0 x9f x8f xbd xf0 x9f x91 x8d xf0 x9f x8f xbd xf0 x9f x91 x8d xf0 x9f x8f xbd xf0 x9f x91 x8b xf0 x9f x8f xbe xf0 x9f x91 x8b xf0 x9f x8f xbe xf0 x9f x91 x8b xf0 x9f x8f xbe ,17,239,sports,6.82,2
76,2019-01-26 16:00:41,"rt  it's a provisional pole position qualification for  on his second race with us and mahindra's first super pol xe2 x80 xa6""",38,0,sports,6.82,2
77,2019-01-26 15:58:00,and my view is the same as this    the most important phrase in the preamble of our constitution is this one becaus xe2 x80 xa6 ,44,474,tech,6.82,4
78,2019-01-26 12:42:06,"rt   sir, in my humble opinion, this is like asking whether one likes his eyes or ears or hands or legs more  xe2 x80 xa6'",14,0,tech,6.82,4
79,2019-01-26 12:41:26,"rt   it 's the ""we"" that 's missing in today 's india  hope to see that same india and indians who unitedly fought xe2 x80 xa6'",22,0,world,6.82,1
80,2019-01-26 12:40:37,rt   sir all mean as much today as they did then or anytime in history  all four are under constant threat by di xe2 x80 xa6',8,0,sports,6.82,2
81,2019-01-26 12:40:25,rt   justice   other things follow the justice in a society',9,0,tech,6.82,4
82,2019-01-26 12:40:08,rt   can one be without the other?',10,0,tech,6.82,4
83,2019-01-26 12:39:40,interesting  the implication is that the other values follow if this is practiced    ,21,134,tech,6.82,4
84,2019-01-26 12:09:55,"rt  it's the end of fp1  it's p2 for  with  also in the top 10   falcon and  electromcelectroface are xe2 x80 xa6""",32,0,tech,6.82,4
85,2019-01-26 11:13:35," xe2 x80 x9cwe the people of india, having solemnly resolved    xe2 x80 x9d   xe2 x80 x9cjustice xe2 x80 x9d  xe2 x80 x9cliberty xe2 x80 x9d   xe2 x80 x9cequality xe2 x80 x9d  xe2 x80 x9cfraternity xe2 x80 x9d these are all p xe2 x80 xa6 ",343,3910,world,6.82,1
86,2019-01-26 08:37:50,a story with many layers  a story that deserves to be told again and again  i xe2 x80 x99m proud to be a part of the story as xe2 x80 xa6 ,37,315,tech,6.82,4
87,2019-01-25 18:21:26,rt   happyrepublicday2019 from an icon that has been driving  india  n republicday   mahindrathar   madeofyou nshare your  mad xe2 x80 xa6',112,0,tech,6.82,4
88,2019-01-25 10:43:42,at  our designers brilliantly followed  the instinctive love of colours of the adivasi growers in ara xe2 x80 xa6 ,128,1142,sports,6.82,2
89,2019-01-25 04:22:17,"i just subscribed to the tv channels i watch, in line with the trai regulations  and of course, the first channel i xe2 x80 xa6 ",105,1060,tech,6.82,4
90,2019-01-25 03:43:33,my  fanboost vote goes to  pascalwehrlein of  show your support by doing the same!  passioneering',18,128,tech,6.82,4
91,2019-01-25 03:08:19,rt  why indeed do we need boxes for our toothpaste? in fact for many other products? we xe2 x80 x99re such a frugal nation in any case  xe2 x80 xa6',7582,0,tech,6.82,4
92,2019-01-24 18:11:37,rt  kalamsat launch live streaming  watch the telecast of world xe2 x80 x99s lightest  satellite launch by isro on pslv c44 from sriharikota xe2 x80 xa6',39,0,tech,6.82,4
93,2019-01-24 18:08:52,my  fanboost vote goes to  jeromedambrosio of  show your support by doing the same!  passioneering',25,211,tech,6.82,4
94,2019-01-24 11:44:51,why indeed do we need boxes for our toothpaste? in fact for many other products? we xe2 x80 x99re such a frugal nation in any xe2 x80 xa6 ,7582,16312,tech,6.82,4
95,2019-01-24 10:00:13,you go girls  ! rap  amp  rise       nationalgirlchildday  ,61,281,business,6.82,3
96,2019-01-24 08:18:19,"delighted that  a venture that my family office has co promoted, played a role in producing this ex xe2 x80 xa6 ",22,220,business,6.82,3
97,2019-01-24 07:25:48,"this makes davos special  not high minded debates on geopolitics, but the opportunity to meet icons like dr jane go xe2 x80 xa6 ",95,866,tech,6.82,4
98,2019-01-23 17:41:25,and i persist in being optimistic   had a white board behind him with the headline   xe2 x80 x98world of worries xe2 x80 x99 xe2 x80 xa6 ,118,1282,sports,6.82,2
99,2019-01-23 17:02:01,looks like i will continue to be labelled a  xe2 x80 x98terminal optimist! xe2 x80 x99  ,120,1174,tech,6.82,4
100,2019-01-22 17:52:18,"rt    speaking about how business community can become a role model by taking action against  climatechange, a xe2 x80 xa6'",70,0,tech,6.82,4
101,2019-01-22 17:52:10,"i truly believe that even as other countries retreat on their commitments towards combating climate change, india i xe2 x80 xa6 ",216,1578,world,6.82,1
102,2019-01-22 10:21:07,"if it xe2 x80 x99s january it must be davos  the clear, ultra clean blue skies are always a welcome bonus  as is this larger t xe2 x80 xa6 ",854,4824,tech,6.82,4
103,2019-01-22 07:21:05,just got this in my  whatsappwonderbox a leftover video from sankranti   trust us indians for using a device to hel xe2 x80 xa6 ,263,2091,tech,6.82,4
104,2019-01-22 07:10:55,always nice to hear the word  xe2 x80 x98winner xe2 x80 x99 at the end of such a comparison     xf0 x9f x99 x8f xf0 x9f x8f xbd  mahindra alturas g4 vs toyota fortuner xe2 x80 xa6 ,100,762,sports,6.82,2
105,2019-01-22 06:55:14,"rt  indians have, over the years, gone to various corners of the world and not only made a name for themselves but also indi xe2 x80 xa6'",32,0,sports,6.82,2
106,2019-01-21 18:37:15,my  fanboost vote goes to  pascalwehrlein of  show your support by doing the same!  passioneering',22,165,tech,6.82,4
107,2019-01-21 16:38:35,"rt  watch our leaders talk about navigating the 'age of disruption and anti fragility' at  wef19  nwant to see their sessions xe2 x80 xa6""",52,0,tech,6.82,4
108,2019-01-21 16:37:36,my  fanboost vote goes to  jeromedambrosio of  show your support by doing the same!  passioneering',20,127,tech,6.82,4
109,2019-01-21 11:37:03,many will say this is meaningless but shouldn xe2 x80 x99t we banish the colonization of our consciousness that continued even xe2 x80 xa6 ,885,3653,tech,6.82,4
110,2019-01-21 10:02:57,"yes, that xe2 x80 x99s  formulae beast   without the red and white mahindra livery of course! would have preferred to have see xe2 x80 xa6 ",27,250,tech,6.82,4
111,2019-01-21 07:30:49,"brilliant  3 objectives met via 1 project  1)women get a safe,dignified way to dispose of their  xe2 x80 x98waste xe2 x80 x99 2)in a recy xe2 x80 xa6 ",132,756,tech,6.82,4
112,2019-01-21 06:26:07,"rt  in 1972, meghalaya xc2 xa0became the 20th state to join the union of india  xc2 xa0meghalaya day is celebrated with pomp across the st xe2 x80 xa6'",37,0,world,6.82,1
113,2019-01-20 10:16:46,rt   this is true but according to me when we climb and believe that reached destination is top edge but unexpe xe2 x80 xa6',27,0,tech,6.82,4
114,2019-01-20 10:16:38,rt   a man invariably grows up to realise that he was the most successful and happiest as a child        embrace inno xe2 x80 xa6',26,0,world,6.82,1
115,2019-01-20 10:15:44,"rt   in simpler words, i have read that success or happiness is  xe2 x80 x9cliving the life you want to live xe2 x80 x9d   nwhile simple enoug xe2 x80 xa6'",28,0,tech,6.82,4
116,2019-01-20 10:15:38,rt   all you need is an aaloo ka parantha with a hot cup of tea on a lazy sunday afternoon with a calm sense that xe2 x80 xa6',27,0,sports,6.82,2
117,2019-01-20 04:54:06,"rt  sunday done right, cheering to  educatethegirlchild   tmm2019 ",42,0,sports,6.82,2
118,2019-01-20 04:51:10,maybe that xe2 x80 x99s exactly what i mean   xf0 x9f x98 x8a ,26,256,tech,6.82,4
119,2019-01-20 04:47:35,"thomas merton, the american monk, pointed out that we may spend our whole life climbing the ladder of success, only xe2 x80 xa6 ",621,3975,sports,6.82,2
120,2019-01-20 04:34:49,rt  it xe2 x80 x99s coming   it xe2 x80 x99s unstoppable   there xe2 x80 x99s no point hiding it anymore   ,618,0,tech,6.82,4
121,2019-01-20 03:04:06,"skeptics will have their say, but the calls that pm  made to potential investors will have far more i xe2 x80 xa6 ",74,622,tech,6.82,4
122,2019-01-19 10:18:55,"no comparison to swimming with, and  xe2 x80 x98inside xe2 x80 x99 our own great shark   the   xf0 x9f x98 x8a ",47,430,sports,6.82,2
123,2019-01-19 08:26:07,it xe2 x80 x99s coming   it xe2 x80 x99s unstoppable   there xe2 x80 x99s no point hiding it anymore   ,618,5222,tech,6.82,4
124,2019-01-19 06:31:24,"thank you all,for the huge response to my call for a nickname for my new alturas g4! chayan, i loved your entry  i xe2 x80 x99 xe2 x80 xa6 ",169,2252,tech,6.82,4
125,2019-01-19 06:21:53,rt  this indian team has truly banished the belief that the guys from down under always get on top of us   thank you  meninb xe2 x80 xa6',748,0,sports,6.82,2
126,2019-01-18 14:03:44,had a whale of a time (non blue whale)inaugurating a pathbreaking new exhibition at bajaj bhavan (nariman pt  mumba xe2 x80 xa6 ,69,764,sports,6.82,2
127,2019-01-18 11:42:56,this indian team has truly banished the belief that the guys from down under always get on top of us   thank you xe2 x80 xa6 ,748,6149,sports,6.82,2
128,2019-01-18 09:17:25,rt   great! it reminds of a very beautiful quote  it really proves it  ,42,0,business,6.82,3
129,2019-01-18 09:13:19,thanks for sharing this     it xe2 x80 x99s so simple a thought and yet so clever  amp  refreshing    i saw it and i realised how xe2 x80 xa6 ,210,1771,tech,6.82,4
130,2019-01-18 05:17:33,got a new ipad  amp  found that the lightning connector's been  need a new charger which doesn't xe2 x80 xa6 ,378,3262,tech,6.82,4
131,2019-01-17 14:02:48,"young jonathan is a friend  but more importantly, a promising filmmaker  i xe2 x80 x99m looking forward to watching this pathb xe2 x80 xa6 ",71,738,sports,6.82,2
132,2019-01-17 09:32:45,and it xe2 x80 x99s not just a celebration   it xe2 x80 x99s a milestone that signals how much data  amp  experience we have accumulated on e xe2 x80 xa6 ,107,1344,tech,6.82,4
133,2019-01-17 06:53:35,"today xe2 x80 x99s bucket list entry   offthebeatentrack   often, the best places to visit, come before our final destination  xe2 x80 xa6 ",40,530,sports,6.82,2
134,2019-01-17 06:09:33,my google alerts picked up this interesting article   hmmm  makes us think     ,104,1068,tech,6.82,4
135,2019-01-16 16:04:36, xf0 x9f x99 x8f xf0 x9f x8f xbd xf0 x9f x99 x8f xf0 x9f x8f xbd xf0 x9f x99 x8f xf0 x9f x8f xbd xf0 x9f x91 x8d xf0 x9f x8f xbd xf0 x9f x91 x8d xf0 x9f x8f xbd xf0 x9f x91 x8d xf0 x9f x8f xbd ,59,864,sports,6.82,2
136,2019-01-16 15:22:38,"globalisation at its best i see hippolyte,the famous french  coffeologist standing alongside adivasi women farmers xe2 x80 xa6 ",139,1087,sports,6.82,2
137,2019-01-16 05:51:17,yes i would prefer to use a name this time from an indian language   keep the ideas coming    ,309,2507,tech,6.82,4
138,2019-01-16 05:41:17,finally took delivery of my alturas g4  i named my tuv 3oo plus the  xe2 x80 x98grey ghost  xe2 x80 x99 need a name for this new beautifu xe2 x80 xa6 ,2166,18539,tech,6.82,4
139,2019-01-15 17:22:28,"rt  mahindra  amp  mahindra debuts at the detroit motor show with the marazzo mpv and roxor uv, both models that have a us connect  xe2 x80 xa6'",65,0,business,6.82,3
140,2019-01-15 15:32:00,now that is a man in touch with his emotions!  xf0 x9f x91 x8d xf0 x9f x8f xbd xf0 x9f x91 x8d xf0 x9f x8f xbd xf0 x9f x91 x8d xf0 x9f x8f xbd ,45,503,sports,6.82,2
141,2019-01-15 14:55:27,rt  think this is by the same guy who did the tea stall owners video he xe2 x80 x99s seeing the real india  had to banish my own  xe2 x80 x98head xe2 x80 xa6',2708,0,sports,6.82,2
142,2019-01-15 06:19:28,think this is by the same guy who did the tea stall owners video he xe2 x80 x99s seeing the real india  had to banish my own  xe2 x80 x98 xe2 x80 xa6 ,2708,9204,sports,6.82,2
143,2019-01-15 03:16:38,rt  feel proud about the amazing work the indian army does protecting our borders and making sure we feel safe  get a feel o xe2 x80 xa6',37,0,tech,6.82,4
144,2019-01-14 13:02:22,"rt   sir, it is somewhere between nainital  amp  ranikhet  do checkout kanatal as well ( 80kms from dehradun)  it xe2 x80 xa6'",11,0,business,6.82,3
145,2019-01-14 05:26:53,today xe2 x80 x99s bucket list entry   offthebeatentrack   what xe2 x80 x99s the nearest big town? ,53,655,sports,6.82,2
146,2019-01-14 02:57:34,"well sometimes i like to dwell on past accomplishments  but yes, there xe2 x80 x99s no point brooding over what could have bee xe2 x80 xa6 ",395,2332,sports,6.82,2
147,2019-01-13 08:49:58,rt   this is heartening remember if we londoners brits can achieve that with the thames then india with commitme xe2 x80 xa6',22,0,tech,6.82,4
148,2019-01-13 07:13:01,had missed this article when it appeared  it was forwarded to me today  amp  i felt a huge surge of hope for the future xe2 x80 xa6 ,3843,10967,sports,6.82,2
149,2019-01-13 06:43:08,the feel of victory  an unbeatable feeling    thank you  for making this a special sunday xe2 x80 xa6 ,73,667,sports,6.82,2
150,2019-01-13 05:27:53,rt  mahindra truck and bus wishes you a happy guru gobind singh jayanti   mahindratruckandbus ,44,0,sports,6.82,2
151,2019-01-13 05:24:16,  xf0 x9f x99 x8f xf0 x9f x8f xbd xf0 x9f x99 x8f xf0 x9f x8f xbd xf0 x9f x99 x8f xf0 x9f x8f xbd',0,5,sports,6.82,2
152,2019-01-13 05:12:11,rt  and the  xe2 x80 x98nation needs to know xe2 x80 x99  xf0 x9f x98 x8a that  took  to the top of the podium today at the  marrakesh xe2 x80 xa6',260,0,sports,6.82,2
153,2019-01-12 17:03:27,here xe2 x80 x99s my latest screen saver     ,35,442,tech,6.82,4
154,2019-01-12 16:43:37,feast your eyes on that people  on the podium at 3rd in the first race in saudi  amp  now right on top at the xe2 x80 xa6 ,54,331,sports,6.82,2
155,2019-01-12 16:40:31,and the  xe2 x80 x98nation needs to know xe2 x80 x99  xf0 x9f x98 x8a that  took  to the top of the podium today at the xe2 x80 xa6 ,260,1248,sports,6.82,2
156,2019-01-12 14:12:56,  done',0,6,tech,6.82,4
157,2019-01-12 13:50:47,my  fanboost vote goes to  pascalwehrlein of  show your support by doing the same!  passioneering',19,123,tech,6.82,4
158,2019-01-12 13:43:33,i have to admit i xe2 x80 x99m proud that the 1st such plant in india belongs to an indian company    ,341,2743,business,6.82,3
159,2019-01-12 12:18:08,here you go     available on the mahindra e commerce website  this link will take you strai xe2 x80 xa6 ,47,351,tech,6.82,4
160,2019-01-12 09:12:03,my  fanboost vote goes to  jeromedambrosio of  show your support by doing the same!  passioneering',16,101,tech,6.82,4
161,2019-01-12 04:58:16,"rt   look closely and what is interesting is that she is wearing sports sneakers with the traditional saree, xe2 x80 xa6'",16,0,sports,6.82,2
162,2019-01-12 04:50:14,"thank you  whatsappwonderbox for this amazing photo if you want evidence that india is changing, growing wealthier xe2 x80 xa6 ",1234,7435,tech,6.82,4
